"","mouse_uni","shared_gene","human_uni"
"12372","Q3U5C8","ARHGEF16","Q5VV41"
"12373","A2BH40","ARID1A","O14497"
"12374","Q8C142","LDLRAP1","Q5SW96"
"12375","O08538","ANGPT1","Q15389"
"12376","A6PWV5","ARID3C","A6NKF2"
"12377","Q66JY6","ARHGEF39","Q8N4T4"
"12378","P97433","ARHGEF28","Q8N1W1"
"12379","Q06138","CAB39","Q9Y376"
"12380","Q3U108","ARID5A","Q03989"
"12381","Q9D385","ARL2BP","Q9Y2Y0"
"12382","Q8C9M2","CCDC15","Q0P6D6"
"12383","A2RT91","ANKAR","Q7Z5J8"
"12384","Q640L5","CCDC18","Q5T9S5"
"12385","E9Q7E2","ARID2","Q68CP9"
"12386","Q9R0R4","APLN","Q9ULZ1"
"12387","Q9JMG2","C1GALT1C1","Q96EU7"
"12388","Q9Z1R3","APOM","O95445"
"12389","Q8BW93","C5AR2","Q9P296"
"12390","Q8K298","ANLN","Q9NQW6"
"12391","Q3TPE9","ANKMY2","Q8IV38"
"12392","Q8C7G5","APOA5","Q6Q788"
"12393","Q6NZB1","PRMT6","Q96LA8"
"12394","P51910","APOD","P05090"
"12395","Q8BW75","MAOB","P27338"
"12396","Q8BRC6","CFAP91","Q7Z4T9"
"12397","Q9DB20","ATP5PO","P48047"
"12398","Q8K1Z0","COQ9","O75208"
"12399","Q9DBE0","CSAD","Q9Y600"
"12400","Q8BGR6","ARL15","Q9NXU5"
"12401","P33622","APOC3","P02656"
"12402","Q6VUP9","TFAP2E","Q6VUC0"
"12403","Q8CC70","CFAP300","Q9BRQ4"
"12404","P34927","ASGR1","P07306"
"12405","Q60765","ATF3","P18847"
"12406","Q9JHE3","ASAH2","Q9NR71"
"12407","P58459","ADAMTS10","Q9H324"
"12408","Q9D3S9","CPVL","Q9H3G5"
"12409","Q64436","ATP4A","P20648"
"12410","Q80U56","AVL9","Q8NBF6"
"12411","Q9CY64","BLVRA","P53004"
"12412","Q9CY21","BUD23","O43709"
"12413","O88665","BRD7","Q9NPI1"
"12414","Q8CFE5","BTBD7","Q9P203"
"12415","Q4VA36","CENATAC","Q86UT8"
"12416","Q9WUF3","CASP8AP2","Q9UKL3"
"12417","Q8VDP4","CCAR2","Q8N163"
"12418","Q60755","CALCR","P30988"
"12419","P51637","CAV3","P56539"
"12420","Q80ZU5","CCDC181","Q5TID7"
"12421","P24452","CAPG","P40121"
"12422","Q8CIS0","CARD11","Q9BXL7"
"12423","P58660","CARD10","Q9BWT7"
"12424","Q9DAL3","CCDC54","Q8NEL0"
"12425","P19228","CSN1S1","P47710"
"12426","Q99N28","CADM3","Q8N126"
"12427","Q9JJG7","CALN1","Q9BXU9"
"12428","P25918","CD19","P15391"
"12429","Q6PDJ1","CACHD1","Q5VU97"
"12430","P24788","CDK11B","P21127"
"12431","Q91YT8","TMEM63A","O94886"
"12432","Q00941","CSF2RA","P15509"
"12433","Q91XE9","CREB3L3","Q68CJ9"
"12434","Q9QXT8","KCNIP3","Q9Y2W7"
"12435","P00416","MT-CO3","P00414"
"12436","A2ADY9","DDI2","Q5TDH0"
"12437","Q9D3F7","DDIT4","Q9NX09"
"12438","Q3UYV8","DNAAF3","Q8N9W5"
"12439","P61804","DAD1","P61803"
"12440","Q8VE08","FBXO33","Q7Z6M2"
"12441","Q8BYZ7","ELMO3","Q96BJ8"
"12442","Q9JLJ5","ELOVL1","Q9BW60"
"12443","Q64355","EFS","O43281"
"12444","P52795","EFNB1","P98172"
"12445","P0DPE0","EEF1AKMT4","P0DPD7"
"12446","P62631","EEF1A2","Q05639"
"12447","O35393","EFNB3","Q15768"
"12448","P14753","EPOR","P19235"
"12449","Q9QZ11","EXO1","Q9UQ84"
"12450","P26040","EZR","P15311"
"12451","Q8C569","FAM118B","Q9BPY3"
"12452","Q9EQH2","ERAP1","Q9NZ08"
"12453","Q6A0A9","FAM120A","Q9NZB2"
"12454","Q9CXC9","ETV5","P41161"
"12455","Q9QZN3","FBXO8","Q9NRD0"
"12456","O35565","FGF10","O15520"
"12457","P63075","FGF17","O60258"
"12458","P20693","FCER2","P06734"
"12459","P16879","FES","P07332"
"12460","P11403","FGF4","P08620"
"12461","Q9EP66","HCAR2","Q8TDS4"
"12462","P14602","HSPB1","P04792"
"12463","Q61555","FBN2","P35556"
"12464","Q9CRA9","FGFR1OP2","Q9NVK5"
"12465","Q8R089","FBRS","Q9HAH7"
"12466","Q3ULA2","BTRC","Q9Y297"
"12467","Q9DB70","FUNDC1","Q8IVP5"
"12468","Q9CY66","GAR1","Q9NY12"
"12469","Q8JZS7","HMGCLL1","Q8TB92"
"12470","P48755","FOSL1","P15407"
"12471","Q8BGW1","FTO","Q9C0B1"
"12472","Q62356","FSTL1","Q12841"
"12473","Q9EQC7","FSTL3","O95633"
"12474","P63158","HMGB1","P09429"
"12475","Q9ES18","FOXJ2","Q9P0K8"
"12476","Q8BUR3","FOXJ3","Q9UPW0"
"12477","Q9WVH3","FOXO4","P98177"
"12478","O88741","GDAP1","Q8TB36"
"12479","G5E8F4","FPGT","O14772"
"12480","Q8BM72","HSPA13","P48723"
"12481","Q9Z2Y3","HOMER1","Q86YM7"
"12482","Q9QWW1","HOMER2","Q9NSB8"
"12483","Q99JP6","HOMER3","Q9NSC5"
"12484","Q80W88","HOMEZ","Q8IX15"
"12485","P02319","PRM1","P04553"
"12486","Q8BIL5","HOOK1","Q9UJC3"
"12487","Q7TMK6","HOOK2","Q96ED9"
"12488","Q8BUK6","HOOK3","Q86VS8"
"12489","O35047","PSMC3IP","Q9P2W1"
"12490","P17156","HSPA2","P54652"
"12491","Q8R1H0","HOPX","Q9BPY8"
"12492","Q9D5T7","HORMAD1","Q86X24"
"12493","Q61316","HSPA4","P34932"
"12494","Q5SQP1","HORMAD2","Q8N7B1"
"12495","Q8VHD8","HRNR","Q86YZ3"
"12496","Q8R0N6","ADHFE1","Q8IWW8"
"12497","P63017","HSPA8","P11142"
"12498","Q99M31","HSPA14","Q0VDF9"
"12499","P06798","HOXA4","Q00056"
"12500","P48346","IL15","P40933"
"12501","P09021","HOXA5","P20719"
"12502","P09092","HOXA6","P31267"
"12503","O54824","IL16","Q14005"
"12504","Q05D44","EIF5B","O60841"
"12505","Q8BVN8","DNALI1","O14645"
"12506","P02830","HOXA7","P31268"
"12507","Q9QXT6","IL17B","Q9UHF5"
"12508","Q8K4C5","IL17C","Q9P0M4"
"12509","Q7TNI7","IL17F","Q96PD4"
"12510","P09631","HOXA9","P31269"
"12511","Q62386","IL17A","Q16552"
"12512","P47876","IGFBP1","P08833"
"12513","P70321","HOXB13","Q92826"
"12514","Q08890","IDS","P22304"
"12515","Q9CZD5","MTIF3","Q9H2K0"
"12516","Q61098","IL18R1","Q13478"
"12517","P47877","IGFBP2","P18065"
"12518","P17919","HOXB1","P14653"
"12519","P70380","IL18","Q14116"
"12520","P0C1T1","HOXB2","P14652"
"12521","P48441","IDUA","P35475"
"12522","P47878","IGFBP3","P17936"
"12523","Q8CJ70","IL19","Q9UHD0"
"12524","P09026","HOXB3","P14651"
"12525","P47879","IGFBP4","P22692"
"12526","P10284","HOXB4","P17483"
"12527","Q61730","IL1RAP","Q9NPH3"
"12528","Q07079","IGFBP5","P24593"
"12529","P09079","HOXB5","P09067"
"12530","P47880","IGFBP6","P24592"
"12531","Q61581","IGFBP7","Q16270"
"12532","P17950","IER2","Q9BTL4"
"12533","P09023","HOXB6","P17509"
"12534","P01582","IL1A","P01583"
"12535","Q99J55","IER5L","Q5T953"
"12536","O89113","IER5","Q5VY09"
"12537","P09024","HOXB7","P09629"
"12538","P09632","HOXB8","P17481"
"12539","P20615","HOXB9","P17482"
"12540","P46694","IER3","P46695"
"12541","P31257","HOXC10","Q9NYD6"
"12542","P31313","HOXC11","O43248"
"12543","Q8K5B8","HOXC12","P31275"
"12544","P10749","IL1B","P01584"
"12545","P50207","HOXC13","P31276"
"12546","Q08624","HOXC4","P09017"
"12547","P32043","HOXC5","Q00444"
"12548","Q8R459","IL1F10","Q8WWZ1"
"12549","Q6NWV3","IFT122","Q9HBG6"
"12550","P13504","IL1R1","P14778"
"12551","P10629","HOXC6","P09630"
"12552","P27931","IL1R2","P27930"
"12553","P09025","HOXC8","P31273"
"12554","Q80W15","IGFBPL1","Q8WX77"
"12555","P09633","HOXC9","P31274"
"12556","P25085","IL1RN","P18510"
"12557","Q9JKV9","IL20","Q9NYY1"
"12558","P28359","HOXD10","P28358"
"12559","E9PY46","IFT140","Q96RY7"
"12560","Q9JHX3","IL21R","Q9HBE5"
"12561","P23813","HOXD11","P31277"
"12562","Q6ZPR6","IBTK","Q9P2D0"
"12563","Q9ES17","IL21","Q9HBE4"
"12564","P23812","HOXD12","P35452"
"12565","Q6VH22","IFT172","Q9UG01"
"12566","Q9JJY9","IL22","Q9GZX6"
"12567","P70217","HOXD13","P35453"
"12568","Q01822","HOXD1","Q9GZZ0"
"12569","Q3TY65","ICA1L","Q8NDH6"
"12570","Q9EQ14","IL23A","Q9NPF7"
"12571","P97411","ICA1","Q05084"
"12572","Q8BMJ3","EIF1AX","P47813"
"12573","P09027","HOXD3","P31249"
"12574","Q8K4B4","IL23R","Q5VWK5"
"12575","Q925S4","IL24","Q13007"
"12576","Q8K3I6","IL27","Q8NEV9"
"12577","P23463","HOXD8","P13378"
"12578","O35228","EBI3","Q14213"
"12579","P28357","HOXD9","P28356"
"12580","P01590","IL2RA","P01589"
"12581","P51125","CAST","P20810"
"12582","P16297","IL2RB","P14784"
"12583","P13597","ICAM1","P05362"
"12584","P34902","IL2RG","P31785"
"12585","P35330","ICAM2","P13598"
"12586","Q9ERM2","ICAM4","Q14773"
"12587","Q60625","ICAM5","Q9UMF0"
"12588","P04351","IL2","P60568"
"12589","Q7TMY8","HUWE1","Q7Z6Z7"
"12590","Q8K5B1","IL31RA","Q8NI17"
"12591","P16382","IL4R","P24394"
"12592","Q6EAL8","IL31","Q6EBC2"
"12593","E9Q286","ICE1","Q9Y2F5"
"12594","Q3UZ18","ICE2","Q659A1"
"12595","Q5DU31","IPCEF1","Q8WWN9"
"12596","Q8R1R4","IL34","Q6ZMJ4"
"12597","Q9JLA2","IL36A","Q9UHA7"
"12598","P07750","IL4","P05112"
"12599","Q9D6Z6","IL36B","Q9NZH7"
"12600","P21183","IL5RA","Q01344"
"12601","P26952","IL3RA","P26951"
"12602","P26955","CSF2RB","P32927"
"12603","P04401","IL5","P05113"
"12604","Q9DA69","IFT43","Q96FT9"
"12605","P01586","IL3","P08700"
"12606","Q61189","CLNS1A","P54105"
"12607","Q9DB07","IFT46","Q9NQC8"
"12608","Q62559","IFT52","Q9Y366"
"12609","P58044","IDI1","Q13907"
"12610","Q8BS45","TTC26","A0AVF1"
"12611","Q9EQK7","ICMT","O60725"
"12612","Q00560","IL6ST","P40189"
"12613","Q3U2S8","HVCN1","Q96D96"
"12614","Q9JHJ8","ICOSLG","O75144"
"12615","Q8BXG3","IFT57","Q9NWB7"
"12616","P97812","IHH","Q14623"
"12617","Q9WVS0","ICOS","Q9Y6W8"
"12618","Q6NZJ6","EIF4G1","Q04637"
"12619","Q8BKE9","IFT74","Q96LB3"
"12620","Q6PDM4","IHO1","Q8IYA8"
"12621","Q8K057","IFT80","Q9P2H3"
"12622","Q62448","EIF4G2","P78344"
"12623","O35594","IFT81","Q8WYA0"
"12624","P08505","IL6","P05231"
"12625","Q80XI3","EIF4G3","O43432"
"12626","Q61371","IFT88","Q13099"
"12627","Q8C262","IRGC","Q6NXR0"
"12628","Q9CQI4","IFTAP","Q86VG3"
"12629","P52787","CBLIF","P27352"
"12630","Q9WUK2","EIF4H","Q15056"
"12631","Q9Z1E3","NFKBIA","P25963"
"12632","Q8BFZ6","IDI2","Q9BXS1"
"12633","P31310","HOXA10","P31260"
"12634","P16872","IL7R","P16871"
"12635","P31311","HOXA11","P31270"
"12636","Q60778","NFKBIB","Q15653"
"12637","P63242","EIF5A","P63241"
"12638","P10168","IL7","P13232"
"12639","Q62424","HOXA13","P31271"
"12640","Q2TB02","NFKBID","Q8NI38"
"12641","O54910","NFKBIE","O00221"
"12642","P09022","HOXA1","P49639"
"12643","Q61249","IGBP1","P78318"
"12644","Q8BGY2","EIF5A2","Q9GZV4"
"12645","O88995","NFKBIL1","Q9UBC1"
"12646","Q6ZWX6","EIF2S1","P05198"
"12647","P31245","HOXA2","O43364"
"12648","Q8BQC3","IGDCC3","Q8IVU1"
"12649","Q01114","IL9R","Q01113"
"12650","Q9EQS9","IGDCC4","Q8TDY8"
"12651","P15247","IL9","P15248"
"12652","P02831","HOXA3","O43365"
"12653","Q9ESJ7","IRAK1BP1","Q5VVH5"
"12654","Q9D379","EPHX1","P07099"
"12655","Q9EST8","NFKBIZ","Q9BYH8"
"12656","Q9DBZ1","IKBIP","Q70UQ0"
"12657","Q8CBR1","ILDR1","Q86SU0"
"12658","Q60751","IGF1R","P08069"
"12659","P34914","EPHX2","P34913"
"12660","O88477","IGF2BP1","Q9NZI8"
"12661","B5TVM2","ILDR2","Q71H61"
"12662","Q60680","CHUK","O15111"
"12663","Q5SF07","IGF2BP2","Q9Y6M1"
"12664","Q9CPN8","IGF2BP3","O00425"
"12665","P05017","IGF1","P05019"
"12666","Q9D3D9","ATP5F1D","P30049"
"12667","Q8CII2","CDC123","O75794"
"12668","Q91XA9","CHIA","Q9BZP6"
"12669","P24622","CRYAA","P02489"
"12670","Q8BGD5","CPT1C","Q8TCG5"
"12671","O88456","CAPNS1","P04632"
"12672","P40223","CSF3R","Q99062"
"12673","Q9CR63","COX16","Q9P0S2"
"12674","Q9CPQ1","COX6C","P09669"
"12675","Q9CYD3","CRTAP","O75718"
"12676","Q91W50","CSDE1","O75534"
"12677","Q6NZQ2","DDX31","Q9H8H2"
"12678","O88533","DDC","P20711"
"12679","Q71B07","DPY19L3","Q6ZPD9"
"12680","Q8BHG2","CZIB","Q9NWV4"
"12681","Q9DBN9","DDX59","Q5T1V6"
"12682","Q9D0R4","DDX56","Q9NY93"
"12683","Q61483","DLL1","O00548"
"12684","Q9D9R7","DMRTC1","Q5HYR2"
"12685","Q60997","DMBT1","Q9UGM3"
"12686","Q6PGC1","DHX29","Q7Z478"
"12687","Q8BZS9","DHX32","Q7L7V1"
"12688","Q8K1D8","ENHO","Q6UWT2"
"12689","Q91YP6","ELMOD3","Q96FG2"
"12690","Q9JJZ5","EGFL6","Q8IUX8"
"12691","O35250","EXOC7","Q9UPT5"
"12692","Q80YD3","FAM205C","A6NFA0"
"12693","P11404","FABP3","P05413"
"12694","Q76LL6","FHOD3","Q2V2M9"
"12695","Q8BNA6","FAT3","Q8TDW7"
"12696","Q6PDJ6","FBXO42","Q6P3S6"
"12697","P20489","FCER1A","P12319"
"12698","P23591","GFUS","Q13630"
"12699","P61148","FGF1","P05230"
"12700","Q99JX3","GORASP2","Q9H8Y8"
"12701","E9Q5L8","GLYATL3","Q5SZD4"
"12702","Q8R0J8","IDNK","Q5T6J7"
"12703","Q9Z0F1","GNAS","Q5JWF2"
"12704","Q9Z0F1","GNAS","O95467"
"12705","Q9Z0F1","GNAS","P63092"
"12706","Q9Z0F1","GNAS","P84996"
"12707","Q920G9","GMCL1","Q96IK5"
"12708","Q8BZM1","GLMN","Q92990"
"12709","Q9R087","GPC6","Q9Y625"
"12710","P49182","SERPIND1","P05546"
"12711","P22907","HMBS","P08397"
"12712","Q91WM2","HDHD5","Q9BXW7"
"12713","Q5QNV8","HEATR9","A2RTY3"
"12714","Q99LI8","HGS","O14964"
"12715","Q8VD75","HIP1","O00291"
"12716","Q9ERH7","HIPK3","Q9H422"
"12717","Q14DK5","HHIPL1","Q96JK4"
"12718","Q61666","HIRA","P54198"
"12719","P70387","HFE","Q30201"
"12720","P49710","HCLS1","P14317"
"12721","O08756","HSD17B10","Q99714"
"12722","O70507","HCN4","Q9Y3Q4"
"12723","P97292","HRH2","P25021"
"12724","P22361","HNF1A","P20823"
"12725","Q91W97","HKDC1","Q2TB90"
"12726","Q91VF2","HNMT","P50135"
"12727","P63005","PAFAH1B1","P43034"
"12728","Q8JZK9","HMGCS1","Q01581"
"12729","Q99KG7","HPS4","Q9NQG7"
"12730","O55135","EIF6","P56537"
"12731","Q9CQW9","IFITM3","Q01628"
"12732","Q9D0P8","IFT27","Q9BW83"
"12733","P59823","IL1RAPL1","Q9NZN1"
"12734","Q810Z1","LCN10","Q6JVE6"
"12735","Q8C351","LAYN","Q6UX15"
"12736","Q9WUT3","RPS6KA2","Q15349"
"12737","O08632","KRTAP19-5","Q3LI72"
"12738","Q9QXW9","SLC7A8","Q9UHI5"
"12739","Q505F5","LRRC47","Q8N1G4"
"12740","Q6PB66","LRPPRC","P42704"
"12741","Q9R1M5","NLRP5","P59047"
"12742","Q6PHQ8","NAA35","Q5VZE5"
"12743","Q9CPT3","NANP","Q8TBE9"
"12744","Q5SYD0","MYO1D","O94832"
"12745","Q8VE10","NAA40","Q86UY6"
"12746","P70248","MYO1F","O00160"
"12747","Q6PGB6","NAA50","Q9GZZ1"
"12748","Q5SUA5","MYO1G","B0I1T2"
"12749","Q99KQ4","NAMPT","P43490"
"12750","Q9D6A1","MYO1H","Q8N1T3"
"12751","Q9DBU2","NAA60","Q9H7X0"
"12752","Q9R123","NAA80","Q93015"
"12753","Q9D7V9","NAAA","Q02083"
"12754","Q61122","NAB1","Q13506"
"12755","Q61127","NAB2","Q15742"
"12756","Q9JIY7","NAT8","Q9UHE5"
"12757","Q3UG98","NAT9","Q9BTE0"
"12758","Q3UIJ9","MYZAP","P0CAP1"
"12759","Q8K3H5","MYO3A","Q8NEV4"
"12760","P03966","MYCN","P04198"
"12761","Q9D8I1","MZB1","Q8WU39"
"12762","Q3UWS6","MYOCOS","A0A1B0GUC4"
"12763","Q9DBW3","NATD1","Q8N6N6"
"12764","Q8R2G4","ART3","Q13508"
"12765","Q9CRA0","ART4","Q93070"
"12766","P70352","ART5","Q96L15"
"12767","Q8R411","MYCT1","Q8N699"
"12768","Q3UHK1","SLC2A13","Q96QE2"
"12769","Q8K596","SLC8A2","Q9UPR5"
"12770","Q99104","MYO5A","Q9Y4I1"
"12771","Q8CH77","NAV1","Q8NEY1"
"12772","P21271","MYO5B","Q9ULV0"
"12773","Q9CYQ7","NARF","Q9UHQ1"
"12774","P01108","MYC","P01106"
"12775","Q3V2Q8","N4BP2L1","Q5TBK1"
"12776","Q8JZS6","N4BP2L2","Q92802"
"12777","Q6A037","N4BP1","O75113"
"12778","Q3KNK3","CYB5R2","Q6BCY4"
"12779","Q9CPT4","MYDGF","Q969H8"
"12780","Q8C854","MYEF2","Q9P2K5"
"12781","B1AS42","CYB5RL","Q6IPT4"
"12782","P04247","MB","P02144"
"12783","Q80UM3","NAA15","Q9BXJ9"
"12784","O08638","MYH11","P35749"
"12785","Q8C170","MYO9A","B2RTY4"
"12786","P51960","MYBL1","P10243"
"12787","O70624","MYOC","Q99972"
"12788","P10085","MYOD1","P15172"
"12789","Q91WV0","DR1","Q01658"
"12790","A2ABU4","MYOM3","Q5VTT5"
"12791","Q80YT7","PDE4DIP","Q5VU43"
"12792","Q9JIF9","MYOT","Q9UBF9"
"12793","Q9JK37","MYOZ1","Q9NP98"
"12794","Q9JJW5","MYOZ2","Q9NPC6"
"12795","Q8R4E4","MYOZ3","Q8TDC0"
"12796","Q9EQS3","MYCBP","Q99417"
"12797","P27573","MPZ","P25189"
"12798","P24526","PMP2","P02689"
"12799","Q8VIM5","MYOCD","Q8IZQ8"
"12800","Q5XKE0","MYBPC2","Q14324"
"12801","P10166","MYCL","P12524"
"12802","O70468","MYBPC3","Q14896"
"12803","Q5DTJ9","MYPN","Q86TC9"
"12804","Q8R4U1","MYPOP","Q86VE0"
"12805","P60202","PLP1","P60201"
"12806","Q9DBR7","PPP1R12A","O14974"
"12807","Q8BG95","PPP1R12B","O60237"
"12808","Q3UR85","MYRF","Q9Y2G1"
"12809","Q8K3I4","MYRIP","Q8NFW9"
"12810","Q69Z66","MYSM1","Q5VVJ2"
"12811","P97500","MYT1L","Q9UL68"
"12812","Q8CFC2","MYT1","Q01538"
"12813","Q80Z24","NEGR1","Q7Z3B1"
"12814","Q8K4Q6","NEIL1","Q96FI4"
"12815","Q6R2P8","NEIL2","Q969S2"
"12816","Q8K203","NEIL3","Q8TAT5"
"12817","Q3UGM2","NEK10","Q6ZWH5"
"12818","Q8C0Q4","NEK11","Q8NG66"
"12819","P51954","NEK1","Q96PY6"
"12820","O35942","NEK2","P51955"
"12821","Q9R0A5","NEK3","P51956"
"12822","Q9Z1J2","NEK4","P51957"
"12823","Q8K4Z3","NAXE","Q8NCW5"
"12824","Q9ES70","NEK6","Q9HC98"
"12825","B1AY10","NFX1","Q12986"
"12826","Q7TSC3","NEK5","Q6P3R8"
"12827","Q9ES74","NEK7","Q8TDX7"
"12828","P23708","NFYA","P23511"
"12829","Q91ZR4","NEK8","Q86SG6"
"12830","Q8K1R7","NEK9","Q8TD19"
"12831","Q8C119","NDNF","Q8TB73"
"12832","Q8BG30","NELFA","Q9H3P2"
"12833","Q07802","EBF1","Q9UH73"
"12834","P56393","COX7B","P24311"
"12835","Q62418","DBNL","Q9UJU6"
"12836","P35639","DDIT3","P35638"
"12837","P35639","DDIT3","P0DPQ6"
"12838","Q8BJ42","DLGAP2","Q9P1A6"
"12839","Q5SXY1","SPECC1","Q5M775"
"12840","O88736","HSD17B7","P56937"
"12841","O35286","DHX15","O43143"
"12842","Q05922","DUSP2","Q05923"
"12843","P11985","DYNLT2","Q8IZS6"
"12844","P58929","GMEB2","Q9UKD1"
"12845","Q8K0R6","GLTPD2","A6NH11"
"12846","Q9D9K8","IQCF1","Q8N6M8"
"12847","Q9D498","IQCF3","P0C7M6"
"12848","C0LLJ0","KPNA7","A9QM74"
"12849","Q8C863","ITCH","Q96J02"
"12850","Q9DAL7","IQCF5","A8MTL0"
"12851","P46099","KLF1","Q13351"
"12852","Q60843","KLF2","Q9Y5W3"
"12853","Q8BVP5","CSNK1G2","P78368"
"12854","P33896","IFNAR1","P17181"
"12855","Q9Z329","ITPR2","Q14571"
"12856","Q6PKN7","INCA1","Q0VD86"
"12857","Q7TSN6","GPR151","Q8TDV0"
"12858","Q8BXS7","GPR152","Q8TDT2"
"12859","Q9D168","INTS12","Q96CB8"
"12860","A0A0B4J1N3","GPR15L","Q6UWK7"
"12861","Q9D819","PPA1","Q15181"
"12862","Q921D9","GRHL1","Q9NZI5"
"12863","Q7TPD0","INTS3","Q68E01"
"12864","P43081","GUCA1A","P43080"
"12865","P33680","GUCA2A","Q02747"
"12866","A0A0U1RPR8","GUCY2D","Q02846"
"12867","Q5FWH3","GRHL3","Q8TE85"
"12868","Q5RL51","GSTCD","Q8NEC7"
"12869","P23819","GRIA2","P42262"
"12870","P15864","H1-2","P16403"
"12871","Q61626","GRIK5","Q16478"
"12872","Q04998","INHBA","P08476"
"12873","O70291","GRK4","P32298"
"12874","Q9JI57","GTF2IRD1","Q9UHL9"
"12875","P0C191","GP6","Q9HCN6"
"12876","P04187","GZMB","P10144"
"12877","P42859","HTT","P42858"
"12878","Q9D0S9","HINT2","Q9BX68"
"12879","Q9WU63","HEBP2","Q9Y5Z4"
"12880","Q7TN16","HHIP","Q96QV1"
"12881","P22315","FECH","P22830"
"12882","Q5RL79","KRTCAP2","Q8N6L1"
"12883","Q3U487","HECTD3","Q5T447"
"12884","Q9JHF7","HPGDS","O60760"
"12885","P48678","LMNA","P02545"
"12886","Q8HW98","IGLON5","A6NGN9"
"12887","Q5I1X5","PPP1R13L","Q8WUF5"
"12888","Q61727","IL10RA","Q13651"
"12889","O88844","IDH1","O75874"
"12890","Q8BMB3","EIF4E2","O60573"
"12891","Q9JIY5","HTRA2","O43464"
"12892","Q8BR26","IFITM10","A6NMD0"
"12893","P01575","IFNB1","P01574"
"12894","O55023","IMPA1","P29218"
"12895","Q8BJD1","ITIH5","Q86UX2"
"12896","Q8CDK3","IQUB","Q8NA54"
"12897","O89019","INVS","Q9Y283"
"12898","Q8BKC5","IPO5","O00410"
"12899","Q61097","KSR1","Q8IVT5"
"12900","Q91XQ6","LAPTM4B","Q86VI4"
"12901","O55203","LDB2","O43679"
"12902","Q925H4","KRTAP21-1","Q3LI58"
"12903","Q9D7I5","LHPP","Q9H008"
"12904","Q8K5B2","MCFD2","Q8NI22"
"12905","Q9D7V2","LYSMD2","Q8IV50"
"12906","Q60948","MXD4","Q14582"
"12907","P25206","MCM3","P25205"
"12908","Q9QZJ6","MFAP5","Q13361"
"12909","Q9CQ86","MIEN1","Q9BRT3"
"12910","Q80U63","MFN2","O95140"
"12911","Q99J09","WDR77","Q9BQA1"
"12912","Q9DCJ9","NPL","Q9BXD5"
"12913","P81117","NUCB2","P80303"
"12914","Q9CPR8","NSMCE3","Q96MG7"
"12915","Q80XU3","NUCKS1","Q9H1E3"
"12916","Q9CZ44","NSFL1C","Q9UNZ2"
"12917","Q61937","NPM1","P06748"
"12918","Q9CZ09","METTL18","O95568"
"12919","P47759","NSG2","Q9Y328"
"12920","Q9JJY3","SMPD3","Q9NY59"
"12921","Q3UFB7","NTRK1","P04629"
"12922","Q6ZPR5","SMPD4","Q9NXE4"
"12923","Q6VNS1","NTRK3","Q16288"
"12924","Q8VCE6","NT5M","Q9NPB1"
"12925","Q5PT54","SLC10A5","Q5PT55"
"12926","Q8R0G9","NUP133","Q8WUM0"
"12927","Q9DBP0","SLC34A2","O95436"
"12928","P70172","SLC10A2","Q12908"
"12929","Q60825","SLC34A1","Q06495"
"12930","Q3UEZ8","SLC10A4","Q96EP9"
"12931","Q5PT53","SLC10A7","Q0GE19"
"12932","Q80SU6","SLC34A3","Q8N130"
"12933","O08705","SLC10A1","Q14973"
"12934","Q5SZA1","SLC17A2","O00624"
"12935","P97300","NPTN","Q9Y639"
"12936","Q62443","NPTX1","Q15818"
"12937","O70340","NPTX2","P47972"
"12938","Q99J85","NPTXR","O95502"
"12939","Q99P88","NUP155","O75694"
"12940","Q9ESQ8","NPVF","Q9HCQ7"
"12941","Q04573","NPY1R","P25929"
"12942","Q9Z0W3","NUP160","Q12769"
"12943","P61971","NUTF2","P61970"
"12944","P97295","NPY2R","P49146"
"12945","O70342","NPY5R","Q15761"
"12946","P20181","NTF3","P20783"
"12947","Q61212","NPY6R","Q99463"
"12948","Q80VU4","NTF4","P34130"
"12949","Q920Q8","IVNS1ABP","Q9Y6Y0"
"12950","P57774","NPY","P01303"
"12951","A0A5K7RLP0","MEIOSIN","C9JSJ3"
"12952","P97367","MEIS2","O14770"
"12953","Q6PGF2","MORN4","Q8NDC4"
"12954","Q99JX7","NXF1","Q9UBU9"
"12955","Q8BJ64","CHDH","Q8NE62"
"12956","Q3TWI9","TMEM63B","Q5T3F8"
"12957","P21460","CST3","P01034"
"12958","Q6PFD5","DLGAP3","O95886"
"12959","Q8BPN8","DMXL2","Q8TDJ6"
"12960","Q80XI1","FBXO34","Q9NWN3"
"12961","Q9CQ24","FBXO36","Q8NEA4"
"12962","Q9D428","GOLGA7B","Q2TAP0"
"12963","Q6NXH3","GPBP1","Q86WP2"
"12964","Q3UV16","ITPRIPL2","Q3MIP1"
"12965","A3KGW5","CERCAM","Q5T4B2"
"12966","P31315","GSX1","Q9H4S2"
"12967","Q9R1K6","GPR34","Q9UPC5"
"12968","Q9QYK5","HS6ST1","O60243"
"12969","Q8CB44","GRAMD4","Q6IC98"
"12970","Q8BZA7","GPR26","Q8NDV2"
"12971","O09173","HGD","Q93099"
"12972","Q8R1M0","HMCES","Q96FZ2"
"12973","P09066","EN2","P19622"
"12974","B2RY83","HPSE2","Q8WWQ2"
"12975","Q8C208","IKZF4","Q9H2S9"
"12976","P09535","IGF2","P01344"
"12977","Q7TNR6","IGSF21","Q96ID5"
